id,question,choices,answerKey
Mercury_7182963,"When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower?","{'text': ['a change in phase', 'thermal expansion', 'an increase in entropy', 'mechanical advantage'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_415773,What objects are affected by Earth's gravity?,"{'text': ['only objects that have mass', 'only objects that sink in water', 'only objects that are made of metal', 'only objects that are heavier than air'], 'label': ['A', 'B', 'C', 'D']}",A
NYSEDREGENTS_2012_8_14,Abnormal cell division in humans may result in,"{'text': ['cancer', 'fertilization', 'asexual reproduction', 'dynamic equilibrium'], 'label': ['1', '2', '3', '4']}",1
MEA_2011_8_16,A donkey and a horse can be bred to produce a mule. Which observation is evidence that donkeys and horses are two different species?,"{'text': ['They have different body sizes.', 'A mule is not able to reproduce.', 'They are found in different environments.', 'A mule does not resemble either parent.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_402075,What should students use to identify the percent chance of a trait being passed down from a parent to its offspring?,"{'text': ['a graph', 'a flow chart', 'a data table', 'a Punnett square'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7270533,Which rankings of trees would most likely useful in a scientific study of fruit production in apple trees?,"{'text': ['date of flowering and the fruit yield', 'fruit yield and taste of the fruit', 'taste of the fruit and smell of the flower', 'date of flowering and smell of the flower'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_402091,Which of the following characteristics is an acquired trait?,"{'text': ['height', 'hair color', 'language', 'eye shape'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_417470,Which stimulus causes a responding plant to demonstrate phototropism?,"{'text': ['intensity of light', 'direction of light', 'length of day', 'time of day'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7200060,"Estuaries are marine environments located in areas where fresh water from rivers flow into the ocean. Estuaries are one of the most biologically productive ecosystems. Birds, fish, turtles and many other organisms inhabit these ecosystems. Which will most likely cause changes to estuary habitats on a global scale?","{'text': ['decreases in powerful hurricanes', 'decreases in volcanic eruptions', 'increases in earthquakes', 'increases in sea level'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_416107,The trunk of a pine tree supports the tree. Which part of a daisy supports the plant the same way?,"{'text': ['stem', 'flower', 'root', 'leaf'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2004_9_5-v1,What property of electromagnetic waves makes it possible to use these waves to transmit information between a space shuttle and NASA mission control centers on the ground?,"{'text': ['Electromagnetic waves are transverse waves.', 'Electromagnetic waves have very low velocity.', 'Electromagnetic waves are all visible to human eyes.', 'Electromagnetic waves can travel through a vacuum.'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2000_4_31,A student is investigating solar energy by cooking food in an oven powered by the Sun. On which of the following days will the food cook most quickly?,"{'text': ['a warm, rainy day', 'a warm, sunny day', 'a warm, cloudy day', 'a hot, cloudy day'], 'label': ['A', 'B', 'C', 'D']}",B
ACTAAP_2013_5_13,Which is the correct order of the planets from the Sun?,"{'text': ['Mercury, Venus, Earth, Saturn, Uranus, Jupiter, Mars, Neptune', 'Mercury, Earth, Mars, Venus, Saturn, Jupiter, Neptune, Uranus', 'Mercury, Venus, Mars, Earth, Jupiter, Uranus, Saturn, Neptune', 'Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7268205,Which of these is the basic building block of complex organisms?,"{'text': ['a cell', 'a tissue', 'an organ', 'an organ system'], 'label': ['A', 'B', 'C', 'D']}",A
NYSEDREGENTS_2010_4_20,Which human response is most likely to occur because the air temperature is 90°F?,"{'text': ['blinking', 'salivating', 'shivering', 'sweating'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7270130,What are the properties of the Earth's crust and mantle that are most responsible for Earth's tectonic activity?,"{'text': ['They are in different states and have different temperatures.', 'They are in the same state but have different temperatures.', 'They are in different states but have the same temperature.', 'They are the same state and have the same temperature.'], 'label': ['A', 'B', 'C', 'D']}",A
TAKS_2009_8_11,"When a butterfly emerges from its chrysalis, its wings are crumpled. In order to expand its wings, the butterfly hangs upside down, causing fluid to be pumped into the veins of its wings. This pumping most likely expands the wings by","{'text': ['increasing the pressure inside the wings', 'decreasing the density of the wings', 'increasing the temperature inside the wings', 'decreasing the mass of the wings'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2010_5_11988,Which of the following characteristics will best prevent a tree from being blown over by high winds during a storm?,"{'text': ['deep roots', 'long branches', 'thick bark', 'wide leaves'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_416504,"Both prokaryotes and eukaryotes have small, free-floating organelles. The cell makes these organelles from nucleic acids and amino acids found in food. Without these organelles, the cell could not make proteins. What are these organelles called?","{'text': ['chloroplasts', 'mitochondria', 'ribosomes', 'vesicles'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_402082,Which temperature is the freezing point of water?,"{'text': ['0°F', '32°F', '50°F', '100°F'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7223265,Which statement best describes the molecules in a sample of water that was heated from a liquid to a gas?,"{'text': ['The average size of the molecules decreased.', 'The average size of the molecules increased.', 'The average kinetic energy of the molecules decreased.', 'The average kinetic energy of the molecules increased.'], 'label': ['A', 'B', 'C', 'D']}",D
MEA_2014_5_8,Constellations are patterns of objects seen in the night sky from Earth. How are the objects in constellations like the Sun?,"{'text': ['The objects are stars.', 'The objects are planets.', 'The objects are located in this solar system.', 'The objects heat the atmosphere of Earth.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_400396,Which is a trait a human most directly inherits from its parents?,"{'text': ['eye color', 'musical taste', 'career choice', 'interest in reading'], 'label': ['A', 'B', 'C', 'D']}",A
LEAP_2012_8_10440,"When observing a very small piece of dust in a liquid under a microscope, the dust appears to jiggle slightly. This movement results from the dust interacting with the molecules in the liquid. What property of the molecules in the liquid causes this effect?","{'text': ['The molecules briefly form chemical bonds with nearby objects.', 'The molecules are always in random motion.', 'The molecules transfer an electric charge to the dust particles.', 'The molecules frequently change shape.'], 'label': ['A', 'B', 'C', 'D']}",B
TAKS_2009_5_28,Which of the following happens in our solar system?,"{'text': ['Earth revolves around the sun once per day.', 'The moon revolves around Earth once per day.', 'Earth revolves around the sun once per year.', 'The moon revolves around Earth once per year.'], 'label': ['A', 'B', 'C', 'D']}",C
OHAT_2009_5_1,"On a cold day, a student felt the tires of her bike before riding it to the store. When she arrived at the store, she felt the tires again and noticed that they were warmer. What caused the temperature of the bicycle tires to change?","{'text': ['the wind blowing against the tires', 'the air escaping from the spinning tires', 'the rubbing between the ground and the tires', ""the heat transferring from the rider's hands to the tire""], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2000_8_3,Chloroplasts in cells make it possible for the cells to,"{'text': ['reproduce.', 'hold their rigid shape.', 'absorb and excrete materials.', 'carry out photosynthesis.'], 'label': ['A', 'B', 'C', 'D']}",D
VASoL_2011_5_38,Which of these is the most important product of Virginia forests?,"{'text': ['Pecan trees', 'Pine cones', 'Hardwood lumber', 'Maple leaves'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7038465,Research in which of these areas has the greatest impact on the environment?,"{'text': ['irradiating food', 'organic fertilizers', 'bacteria to clean up oil spills', 'developing larger, sweeter strawberries'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2008_8_29,The surface of Earth is covered mostly by,"{'text': ['solid rock', 'molten rock', 'ice', 'water'], 'label': ['1', '2', '3', '4']}",4
Mercury_7013825,Which pair of systems is responsible for the flow of blood in the human body?,"{'text': ['circulatory and skeletal systems', 'skeletal and excretory systems', 'muscular and circulatory systems', 'respiratory and muscular systems'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7274313,Where are the most reactive metals located on the periodic table?,"{'text': ['the uppermost complete row of the table', 'the rows at the bottom of the table connecting two section', 'the column at the far left side of the table', 'the second column from the right side of the table'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7098543,What major and potentially catastrophic events can be predicted to occur in the Northern Hemisphere between the months of June and November?,"{'text': ['tsunamis', 'hurricanes', 'asteroid impacts', 'volcanic eruptions'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400854,The pull of gravity from Earth has the greatest effect on,"{'text': ['comets.', 'the Sun.', 'asteroids.', 'the Moon.'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2004_5_21,What is the main advantage of making a laptop computer light in weight?,"{'text': ['to make it easy to carry', 'to keep it simple to build', 'to make the screen easy to read', 'to provide storage for an electrical cord'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_403014,It takes 365 days for,"{'text': ['Earth to travel halfway around the Sun.', 'the Moon to travel halfway around Earth.', 'Earth to complete one orbit around the Sun.', 'the Moon to complete one orbit around Earth.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7205923,Some scientists once believed that Earth was solid like a marble. Which of these has been most responsible for changes in the scientific view of the structure of Earth?,"{'text': ['discussions among earth scientists about new data', 'scientific books defining the layers of Earth', 'a lead scientist explaining the structure of Earth', 'a physical model of Earth showing its layers'], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2012_8_4,A student wants to organize a group of animals into two categories based on observable external features. Which display will most appropriately show the two categories of animals?,"{'text': ['a timeline', 'a pie chart', 'a data table', 'a line graph'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7228200,Ribosomes present in a particular cell are smaller than those found in plants. In which taxonomic group or groups could the cell be classified?,"{'text': ['fungi only', 'archaea only', 'bacteria or archaea', 'bacteria or fungi'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2005_5_22,What happens to the path of a light ray as it passes from air into water at an angle?,"{'text': ['Its path widens.', 'Its path bends.', 'Its path becomes shorter.', 'Its path continues in a straight line.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400186,Vibrations in the air caused by hitting a drum form,"{'text': ['radiation.', 'light.', 'electricity.', 'sound.'], 'label': ['A', 'B', 'C', 'D']}",D
MDSA_2007_8_25,"As humans grow, their bodies change. Which of these statements explains how humans grow?","{'text': ['Cells form a cell wall.', 'Cells increase in size.', 'Cells undergo cell division.', 'Cells merge to become larger.'], 'label': ['A', 'B', 'C', 'D']}",C
